Machine,TaskProcessingTime
2,17
2,49
2,2
2,42
2,2
3,4
3,57
3,23
3,24
3,3
3,23
4,58
4,41
4,21
5,4
5,71
5,37
6,28
6,46
6,39
7,44
7,44
7,17
7,44
7,44
8,87
8,24
8,24
9,66
9,39
9,4
9,2
10,78
10,34
11,5
11,66
11,2
11,4
11,4
11,3
11,4
12,11
12,56
12,32
12,4
12,4
12,3
12,2
13,2
13,54
13,36
13,16
13,4
14,44
14,24
14,36
14,11
15,84
15,28
15,28
16,84
16,11
16,2
16,5
16,10
17,11
17,6
17,41
17,37
17,11
17,2
17,4
18,66
18,25
18,8
18,4
18,4
18,4
18,2
19,27
19,29
19,46
19,18
20,24
20,37
20,31
20,20
20,31
20,31
