Machine,TaskProcessingTime
1,12
1,21
1,19
1,23
1,3
1,10
1,4
1,11
1,17
1,8
1,23
1,19
1,12
1,5
1,21
1,6
1,13
1,24
1,6
1,16
1,15
1,25
1,1
1,7
1,7
1,13
1,13
1,24
1,9
1,21
1,16
1,17
1,5
1,17
1,23
1,8
1,11
1,12
1,3
1,12
1,10
1,21
1,18
1,5
1,12
1,7
1,3
1,7
1,7
1,6
1,3
1,20
1,19
1,1
1,8
1,10
1,6
1,2
1,18
1,3
1,16
1,18
1,25
1,17
1,11
1,11
1,19
1,16
1,4
1,14
1,6
1,13
1,18
1,8
1,4
1,23
1,21
1,22
1,7
1,2
1,23
1,6
1,4
1,15
1,24
1,17
1,2
2,75
2,74
2,74
2,74
2,74
2,74
2,73
2,73
2,72
2,35
2,34
2,33
2,31
2,30
2,29
2,29
2,28
2,28
2,27
2,26
2,26
3,62
3,61
3,61
3,61
3,61
3,61
3,60
3,60
3,60
3,60
3,60
3,60
3,59
3,59
3,59
3,45
3,30
3,29
3,27
3,26
4,55
4,55
4,55
4,55
4,55
4,55
4,54
4,54
4,54
4,53
4,53
4,53
4,53
4,53
4,52
4,45
4,42
4,40
4,38
4,37
4,34
4,33
5,50
5,50
5,49
5,49
5,49
5,49
5,49
5,49
5,49
5,48
5,48
5,47
5,47
5,45
5,43
5,41
5,40
5,39
5,38
5,37
5,35
5,33
5,32
5,30
6,47
6,47
6,46
6,46
6,45
6,45
6,45
6,44
6,44
6,83
6,44
6,44
6,83
6,44
6,41
6,40
6,39
6,37
6,36
6,30
6,29
6,29
6,26
7,72
7,44
7,44
7,72
7,72
7,43
7,42
7,72
7,42
7,72
7,42
7,72
7,71
7,41
7,82
7,40
7,34
7,32
7,30
7,27
7,25
8,71
8,40
8,81
8,71
8,81
8,70
8,39
8,81
8,70
8,81
8,70
8,38
8,38
8,69
8,81
8,35
8,29
8,28
9,69
9,90
9,80
9,37
9,69
9,80
9,90
9,69
9,90
9,79
9,37
9,88
9,68
9,33
9,29
9,27
10,79
10,68
10,88
10,79
10,88
10,68
10,79
10,34
10,68
10,89
10,88
10,79
10,68
10,33
11,89
11,78
11,88
11,68
11,94
11,89
11,87
11,78
11,33
11,67
11,58
11,93
11,87
11,78
12,58
12,67
12,92
12,77
12,32
12,58
12,86
12,67
12,92
12,77
12,86
12,58
12,67
12,31
12,77
13,93
13,91
13,58
13,96
13,98
13,86
13,67
13,93
13,77
13,58
13,66
13,91
13,96
14,77
14,86
14,57
14,98
14,66
14,92
14,91
14,85
14,57
14,77
14,95
14,66
14,92
15,77
15,57
15,91
15,52
15,65
15,85
15,77
15,57
15,97
15,95
15,98
15,65
15,52
15,83
16,97
16,57
16,76
16,85
16,91
16,52
16,65
16,95
16,97
16,97
16,76
16,57
16,51
17,83
17,91
17,100
17,65
17,84
17,76
17,98
17,57
17,51
17,100
17,65
17,94
17,94
18,96
18,75
18,82
18,90
18,51
18,99
18,56
18,84
18,99
18,64
18,94
18,96
18,51
19,82
19,100
19,75
19,56
19,89
19,84
19,94
19,99
19,64
19,90
19,100
19,98
19,51
20,75
20,99
20,99
20,56
20,82
20,64
20,90
20,93
20,84
20,89
20,50
20,99
20,75
