Machine,TaskProcessingTime
2,24
2,16
2,80
2,6
2,70
2,27
2,12
2,32
2,24
2,11
2,29
2,24
3,50
3,80
3,30
3,3
3,41
3,37
3,17
3,39
3,2
3,36
3,15
3,1
3,2
3,1
4,85
4,63
4,14
4,72
4,45
4,2
4,36
4,14
4,24
5,78
5,17
5,15
5,32
5,38
5,38
5,53
5,32
5,32
5,6
5,6
5,6
6,85
6,32
6,12
6,41
6,50
6,32
6,36
6,11
6,30
6,3
6,12
6,12
7,80
7,75
7,24
7,24
7,32
7,41
7,15
7,27
7,27
7,12
8,83
8,24
8,64
8,43
8,59
8,24
8,17
8,14
8,12
8,14
9,49
9,69
9,27
9,73
9,43
9,41
9,24
9,11
9,16
10,72
10,84
10,25
10,41
10,39
10,41
10,11
10,24
10,1
10,11
10,3
10,2
