Machine,TaskProcessingTime
2,86
2,11
2,68
2,42
2,67
2,54
2,10
2,43
2,29
2,58
2,41
2,17
2,35
2,11
2,8
2,10
2,8
2,2
2,2
3,28
3,31
3,25
3,12
3,80
3,11
3,8
3,68
3,44
3,33
3,29
3,8
3,64
3,24
3,36
3,31
3,12
3,6
3,2
3,27
3,9
3,8
3,6
4,29
4,59
4,46
4,46
4,79
4,24
4,36
4,28
4,55
4,54
4,13
4,38
4,22
4,18
4,26
4,11
4,13
4,2
4,2
4,1
5,78
5,64
5,13
5,78
5,60
5,18
5,60
5,18
5,13
5,15
5,18
5,30
5,29
5,10
5,27
5,33
5,2
5,17
5,22
5,42
5,33
6,36
6,64
6,86
6,26
6,48
6,51
6,68
6,42
6,49
6,27
6,12
6,6
6,22
6,11
6,9
6,10
6,1
6,15
6,3
6,24
6,22
7,52
7,86
7,52
7,56
7,74
7,46
7,17
7,41
7,50
7,15
7,27
7,14
7,2
7,8
7,3
7,9
7,25
7,9
7,3
7,5
7,8
8,76
8,27
8,5
8,26
8,38
8,10
8,68
8,70
8,30
8,45
8,35
8,31
8,22
8,3
8,30
8,27
8,27
8,15
8,14
8,3
9,13
9,70
9,90
9,42
9,76
9,13
9,23
9,48
9,36
9,56
9,24
9,26
9,22
9,7
9,12
9,2
9,6
9,3
9,3
9,3
9,2
9,7
9,18
9,7
10,92
10,74
10,27
10,27
10,74
10,30
10,49
10,41
10,11
10,32
10,30
10,36
10,3
10,18
10,26
10,8
10,8
10,10
10,3
10,2
11,24
11,53
11,5
11,64
11,54
11,80
11,73
11,60
11,25
11,43
11,22
11,24
11,3
11,26
11,5
11,18
11,10
11,3
11,5
11,3
11,1
12,86
12,24
12,79
12,3
12,50
12,25
12,50
12,12
12,39
12,3
12,63
12,45
12,41
12,26
12,12
12,10
12,6
12,12
12,2
12,3
12,8
12,3
13,71
13,27
13,85
13,59
13,35
13,45
13,31
13,26
13,14
13,28
13,14
13,2
13,35
13,9
13,41
13,30
13,8
13,18
13,17
13,3
13,3
14,93
14,21
14,46
14,80
14,76
14,36
14,29
14,35
14,43
14,15
14,8
14,42
14,33
14,11
14,2
14,10
14,2
14,10
14,6
14,1
14,3
15,73
15,76
15,35
15,76
15,48
15,28
15,59
15,51
15,7
15,26
15,23
15,11
15,6
15,25
15,14
15,13
15,10
15,8
15,7
15,3
15,3
16,76
16,56
16,65
16,55
16,48
16,35
16,68
16,26
16,7
16,19
16,5
16,30
16,14
16,5
16,21
16,35
16,15
16,14
16,2
16,2
16,5
17,70
17,94
17,34
17,3
17,78
17,74
17,68
17,3
17,7
17,17
17,41
17,26
17,24
17,8
17,3
17,24
17,11
17,9
17,6
17,2
18,65
18,73
18,28
18,3
18,15
18,61
18,22
18,72
18,14
18,43
18,30
18,42
18,35
18,23
18,15
18,28
18,14
18,11
18,3
18,5
19,52
19,48
19,48
19,8
19,54
19,65
19,51
19,7
19,8
19,17
19,17
19,15
19,46
19,47
19,35
19,35
19,3
19,10
19,6
19,8
19,7
19,4
19,8
19,1
19,1
20,71
20,3
20,74
20,86
20,42
20,10
20,2
20,15
20,54
20,65
20,25
20,42
20,25
20,18
20,23
20,27
20,14
20,3
20,2
