Machine,TaskProcessingTime
2,33
2,89
2,80
2,47
2,47
2,43
2,3
2,18
2,17
2,15
2,2
2,26
2,11
2,15
2,31
2,2
2,47
2,12
2,19
2,39
2,40
2,4
3,97
3,55
3,52
3,48
3,46
3,12
3,63
3,26
3,13
3,25
3,32
3,32
3,10
3,13
3,15
3,7
3,3
4,70
4,10
4,2
4,73
4,12
4,43
4,55
4,39
4,32
4,3
4,16
4,28
4,17
4,37
4,19
4,27
4,27
4,2
4,3
4,22
4,11
4,1
5,60
5,56
5,19
5,82
5,65
5,39
5,11
5,40
5,40
5,4
5,25
5,12
5,3
5,3
5,4
5,1
5,13
5,19
5,26
5,3
5,15
5,2
5,47
6,48
6,19
6,23
6,78
6,60
6,14
6,25
6,55
6,7
6,8
6,36
6,15
6,38
6,31
6,25
6,4
6,13
6,24
6,2
6,14
6,3
6,8
7,70
7,3
7,52
7,1
7,24
7,77
7,33
7,19
7,44
7,58
7,23
7,17
7,28
7,31
7,19
7,25
7,17
7,2
7,4
7,2
8,2
8,84
8,40
8,15
8,49
8,19
8,49
8,56
8,24
8,46
8,38
8,35
8,33
8,27
8,10
8,9
8,8
8,1
8,4
9,79
9,31
9,62
9,2
9,13
9,56
9,35
9,56
9,21
9,13
9,17
9,38
9,33
9,2
9,19
9,2
9,8
9,27
9,20
9,13
9,1
9,1
10,85
10,50
10,73
10,17
10,11
10,24
10,49
10,37
10,4
10,31
10,2
10,41
10,34
10,22
10,27
10,22
10,2
10,11
10,1
10,5
10,1
11,34
11,39
11,24
11,54
11,3
11,75
11,64
11,35
11,1
11,46
11,22
11,16
11,28
11,2
11,15
11,4
11,28
11,3
11,9
11,1
11,15
11,7
11,4
11,15
11,1
11,2
11,2
12,61
12,55
12,49
12,2
12,72
12,58
12,1
12,45
12,31
12,31
12,33
12,27
12,19
12,2
12,22
12,11
12,1
12,13
12,2
12,11
12,2
12,1
13,39
13,48
13,5
13,63
13,59
13,52
13,15
13,44
13,15
13,32
13,14
13,12
13,39
13,4
13,13
13,5
13,13
13,3
13,5
13,24
13,7
13,2
13,15
13,15
13,4
13,2
14,75
14,78
14,39
14,53
14,26
14,31
14,15
14,34
14,31
14,31
14,28
14,15
14,47
14,15
14,10
14,18
14,47
15,26
15,11
15,14
15,61
15,29
15,70
15,76
15,4
15,19
15,5
15,2
15,5
15,51
15,41
15,13
15,13
15,28
15,29
15,26
15,3
15,11
15,10
15,1
16,22
16,78
16,26
16,32
16,72
16,35
16,40
16,21
16,46
16,43
16,27
16,31
16,2
16,9
16,29
16,19
16,9
16,1
16,3
16,1
16,3
17,55
17,38
17,55
17,52
17,16
17,28
17,31
17,16
17,53
17,28
17,24
17,46
17,1
17,4
17,39
17,17
17,16
17,15
17,12
17,3
18,2
18,88
18,88
18,47
18,50
18,46
18,26
18,5
18,49
18,19
18,28
18,19
18,33
18,10
18,24
18,7
18,1
18,4
18,3
19,48
19,50
19,69
19,55
19,40
19,53
19,44
19,23
19,48
19,29
19,33
19,27
19,16
19,11
19,2
20,2
20,60
20,25
20,54
20,49
20,64
20,8
20,64
20,27
20,55
20,4
20,26
20,11
20,24
20,4
20,3
20,25
20,15
20,7
20,7
20,13
20,1
