Machine,TaskProcessingTime
2,40
2,22
2,27
2,36
3,82
3,27
3,11
4,76
4,42
4,3
5,18
5,3
5,52
5,34
5,12
6,47
6,25
6,15
6,12
6,14
6,5
6,3
7,18
7,10
7,31
7,36
7,31
8,52
8,15
8,19
8,20
8,5
8,12
9,34
9,40
9,29
9,14
9,8
10,65
10,27
10,35
11,14
11,47
11,15
11,42
11,3
12,76
12,20
12,10
12,19
13,18
13,22
13,50
13,31
13,18
13,18
13,5
14,35
14,62
14,18
14,18
15,76
15,18
15,15
15,11
15,11
16,67
16,51
16,3
17,18
17,44
17,23
17,31
17,3
18,25
18,42
18,15
18,16
18,20
18,3
19,50
19,22
19,20
19,29
20,19
20,36
20,23
20,36
20,14
