Machine,TaskProcessingTime
2,66
2,37
2,14
2,37
3,66
3,47
3,1
4,54
4,47
4,11
4,3
5,38
5,21
5,40
5,21
6,66
6,42
6,66
6,2
6,1
7,26
7,46
7,28
7,16
7,21
7,26
8,85
8,2
8,18
8,7
8,2
9,55
9,66
9,42
9,42
10,72
10,25
10,17
10,17
11,21
11,21
11,23
11,3
11,14
11,10
11,3
11,9
11,11
11,21
12,18
12,67
12,34
13,54
13,28
13,3
13,1
13,26
13,3
14,63
14,16
14,9
14,17
14,10
14,10
15,10
15,58
15,44
15,2
15,1
16,85
16,37
17,58
17,21
17,10
17,7
17,16
17,7
17,16
18,25
18,51
18,40
19,35
19,50
19,25
19,7
20,35
20,42
20,10
20,28
