Machine,TaskProcessingTime
2,77
2,61
2,61
2,65
2,13
2,13
3,73
3,65
3,64
3,35
3,42
3,1
4,6
4,1
4,1
4,2
4,65
4,65
4,1
4,17
4,18
4,17
4,65
4,2
4,10
4,13
4,2
4,1
4,31
4,6
5,26
5,15
5,1
5,66
5,10
5,13
5,13
5,1
5,13
5,2
5,1
5,1
5,65
6,65
6,50
6,49
6,50
6,53
6,53
6,50
6,53
6,53
7,22
7,53
7,66
7,18
7,25
7,22
7,22
7,31
7,25
7,22
7,22
8,25
8,13
8,78
8,31
8,17
8,13
8,53
8,1
8,31
8,1
8,17
8,1
8,53
8,17
8,1
8,1
8,13
8,1
8,2
9,78
9,47
9,13
9,64
9,26
9,35
9,17
9,26
9,78
10,15
10,86
10,25
10,10
10,44
10,47
10,35
10,22
10,47
