Machine,TaskProcessingTime
2,33
2,91
2,2
2,58
2,37
2,5
2,40
2,5
2,4
2,35
2,4
2,25
2,42
2,33
2,34
2,38
2,16
2,12
2,27
2,1
2,1
2,9
2,4
2,3
2,2
2,1
3,96
3,16
3,60
3,11
3,38
3,38
3,42
3,25
3,20
3,30
3,21
3,7
3,41
3,29
3,5
3,1
3,4
3,10
3,19
3,19
3,10
3,7
3,2
3,4
3,4
3,2
4,60
4,52
4,75
4,4
4,17
4,24
4,52
4,68
4,47
4,42
4,10
4,36
4,24
4,13
4,20
4,11
4,4
4,1
4,1
5,52
5,78
5,45
5,43
5,3
5,76
5,5
5,66
5,30
5,36
5,38
5,38
5,27
5,6
5,3
5,2
5,13
6,82
6,77
6,32
6,10
6,62
6,57
6,16
6,45
6,39
6,25
6,39
6,1
6,3
6,2
6,13
6,5
6,27
6,21
6,4
6,2
7,29
7,28
7,44
7,39
7,37
7,67
7,62
7,3
7,49
7,50
7,33
7,9
7,14
7,5
7,30
7,2
7,27
7,16
7,10
7,6
7,2
8,78
8,66
8,55
8,29
8,73
8,28
8,52
8,49
8,24
8,10
8,4
8,3
8,18
8,22
8,1
8,24
8,2
8,14
8,3
8,4
8,2
9,3
9,25
9,85
9,13
9,82
9,78
9,18
9,49
9,35
9,23
9,14
9,40
9,25
9,33
9,25
9,3
9,10
10,24
10,74
10,38
10,40
10,83
10,33
10,41
10,28
10,46
10,9
10,42
10,30
10,21
10,17
10,20
10,4
10,8
10,2
10,1
11,99
11,89
11,52
11,77
11,57
11,27
11,42
11,43
11,27
11,2
11,8
11,23
11,5
11,10
12,83
12,18
12,1
12,3
12,3
12,70
12,50
12,77
12,4
12,61
12,35
12,36
12,14
12,10
12,10
12,4
12,27
12,3
12,12
12,11
12,4
12,3
12,2
12,6
12,11
12,2
12,1
13,59
13,45
13,71
13,50
13,37
13,42
13,55
13,27
13,39
13,48
13,28
13,17
13,26
13,7
13,3
13,4
13,3
14,98
14,78
14,39
14,72
14,30
14,14
14,57
14,4
14,13
14,4
14,27
14,44
14,19
14,3
14,4
14,23
14,24
14,3
14,3
14,2
15,29
15,16
15,23
15,7
15,26
15,48
15,76
15,55
15,41
15,27
15,37
15,39
15,39
15,30
15,31
15,7
15,19
15,2
15,4
15,3
15,3
16,40
16,13
16,52
16,76
16,10
16,10
16,29
16,46
16,45
16,21
16,52
16,33
16,44
16,4
16,1
16,30
16,4
16,2
16,4
16,8
16,16
16,5
16,8
16,4
16,3
16,1
17,50
17,49
17,33
17,84
17,56
17,16
17,27
17,4
17,13
17,36
17,4
17,4
17,17
17,41
17,2
17,10
17,27
17,11
17,10
17,5
17,23
17,15
17,4
17,2
17,4
17,2
17,1
17,7
17,4
18,8
18,39
18,78
18,41
18,8
18,81
18,2
18,20
18,3
18,70
18,40
18,16
18,29
18,4
18,43
18,13
18,4
18,8
18,25
18,13
18,4
18,5
18,5
18,2
19,97
19,52
19,30
19,42
19,10
19,39
19,67
19,55
19,45
19,14
19,41
19,33
19,10
19,13
19,5
19,3
19,2
19,4
20,82
20,42
20,43
20,42
20,74
20,39
20,43
20,42
20,17
20,16
20,10
20,30
20,13
20,13
20,20
20,20
20,2
20,13
