Machine,TaskProcessingTime
2,33
2,45
2,14
2,9
3,60
3,23
3,8
3,8
4,79
4,17
5,43
5,12
5,24
5,14
5,2
6,46
6,35
6,16
7,55
7,8
7,23
7,9
8,44
8,26
8,20
8,11
9,12
9,31
9,11
9,8
9,12
9,14
9,12
10,3
10,16
10,20
10,8
10,46
10,4
11,81
11,14
12,69
12,9
12,2
12,17
13,54
13,44
14,3
14,61
14,14
14,5
14,14
15,12
15,42
15,35
15,3
15,5
16,17
16,1
16,10
16,17
16,3
16,33
16,14
17,30
17,14
17,20
17,17
17,10
17,2
17,3
18,26
18,24
18,8
18,27
18,12
19,81
19,1
19,14
20,27
20,20
20,10
20,1
20,17
20,16
20,1
20,1
20,1
20,1
