Machine,TaskProcessingTime
2,22
2,22
2,13
2,44
2,10
2,13
2,8
3,75
3,75
3,37
4,51
4,13
4,13
4,20
4,29
4,3
4,3
5,13
5,10
5,29
5,63
5,17
5,17
6,26
6,70
6,10
6,18
6,5
6,3
7,73
7,22
7,19
7,22
8,88
8,13
8,26
8,5
9,70
9,40
9,8
9,6
9,9
10,75
10,37
10,75
10,75
10,3
11,71
11,42
11,26
12,63
12,26
12,10
12,20
12,10
12,5
13,75
13,50
13,10
14,81
14,17
14,39
15,67
15,49
15,25
16,52
16,62
16,16
16,62
17,78
17,5
17,42
17,5
18,54
18,10
18,8
18,20
18,37
18,3
19,51
19,29
19,40
19,8
19,5
20,67
20,39
20,10
20,3
20,10
