Machine,TaskProcessingTime
2,66
2,62
2,24
2,48
2,5
2,35
2,1
2,21
2,15
2,5
2,1
2,5
3,66
3,73
3,49
3,34
3,24
3,15
3,7
3,21
4,62
4,43
4,38
4,38
4,43
4,3
4,36
4,12
4,12
5,49
5,38
5,21
5,1
5,21
5,38
5,28
5,42
5,14
5,19
5,14
5,3
6,5
6,66
6,66
6,14
6,31
6,24
6,38
6,19
6,5
6,15
6,5
7,28
7,15
7,5
7,53
7,33
7,33
7,21
7,39
7,31
7,21
7,7
7,1
8,3
8,66
8,24
8,63
8,12
8,5
8,3
8,28
8,31
8,12
8,7
8,27
8,7
9,35
9,5
9,60
9,36
9,21
9,32
9,33
9,35
9,12
9,15
9,1
9,1
9,1
10,84
10,48
10,32
10,14
10,36
10,7
10,38
10,15
10,12
10,1
