Machine,TaskProcessingTime
2,9
2,9
2,30
2,6
2,75
2,47
2,44
2,4
2,49
2,12
2,10
2,18
2,2
3,68
3,18
3,68
3,18
3,10
3,4
3,68
3,17
3,10
3,10
4,61
4,75
4,37
4,17
4,13
4,49
4,5
4,2
4,5
4,30
4,2
4,20
4,5
5,10
5,10
5,65
5,61
5,54
5,18
5,49
5,30
5,18
6,83
6,11
6,78
6,49
6,23
6,9
6,18
6,23
6,10
6,10
7,17
7,83
7,68
7,50
7,17
7,13
7,10
7,68
7,50
8,10
8,75
8,32
8,41
8,44
8,32
8,36
8,6
8,23
8,5
8,10
9,75
9,2
9,53
9,17
9,20
9,18
9,40
9,9
9,5
9,6
9,9
9,5
9,5
9,49
10,47
10,54
10,38
10,52
10,46
10,10
10,36
10,9
10,18
10,2
10,4
