Machine,TaskProcessingTime
2,87
2,14
2,19
3,22
3,17
3,12
3,49
3,9
3,9
4,54
4,24
4,36
4,2
5,62
5,44
5,12
5,12
6,44
6,12
6,27
6,22
6,19
7,14
7,12
7,61
7,2
7,12
7,14
8,36
8,50
8,22
8,8
9,49
9,21
9,17
9,18
9,8
9,8
10,54
10,49
10,18
11,70
11,19
11,9
11,22
12,14
12,9
12,19
12,22
12,35
12,17
13,66
13,22
13,17
13,17
14,17
14,10
14,27
14,53
14,9
15,36
15,29
15,12
15,29
15,16
16,29
16,49
16,12
16,23
16,8
17,49
17,27
17,31
17,9
18,50
18,9
18,9
18,42
18,9
19,54
19,16
19,17
19,27
19,2
20,19
20,56
20,8
20,8
20,23
