Machine,TaskProcessingTime
2,8
2,75
2,31
2,35
3,60
3,31
3,4
3,41
3,11
4,93
4,47
4,8
5,87
5,60
6,75
6,19
6,45
6,8
7,98
7,4
7,19
7,11
7,12
8,74
8,32
8,41
9,94
9,37
9,37
9,37
10,44
10,50
10,49
10,1
11,32
11,57
11,14
11,15
11,8
11,21
12,43
12,42
12,50
12,12
12,12
12,43
13,16
13,83
13,21
13,14
13,14
14,33
14,8
14,75
14,31
15,69
15,56
15,15
15,1
15,2
16,39
16,64
16,19
16,21
17,12
17,57
17,31
17,33
17,14
17,14
18,15
18,82
18,44
18,4
19,71
19,14
19,9
19,33
19,9
19,9
19,9
20,19
20,35
20,8
20,11
20,42
20,12
20,14
20,2
