Machine,TaskProcessingTime
1,1
1,15
1,12
1,6
1,3
1,18
1,5
1,5
1,18
1,18
1,1
1,12
1,16
1,17
1,10
1,5
1,8
1,19
1,2
1,19
1,8
1,10
1,13
1,18
1,17
1,15
1,15
1,3
1,17
1,10
1,9
1,11
1,11
1,3
1,10
1,6
1,7
1,4
1,17
1,1
1,17
1,1
1,4
1,3
1,17
1,19
1,12
1,4
1,14
1,4
1,16
1,4
1,19
1,8
1,3
1,7
1,8
1,1
1,12
1,4
1,9
1,15
1,12
1,1
1,7
1,8
1,13
1,17
1,19
1,12
1,2
1,7
1,19
1,9
1,3
1,13
1,1
1,9
1,19
1,6
1,9
1,12
1,8
1,19
1,9
1,13
1,18
1,6
1,7
1,4
1,7
1,11
1,13
1,19
1,2
1,7
1,16
1,3
1,4
1,7
1,11
1,15
1,16
1,15
1,3
1,4
1,1
1,17
1,18
1,18
1,13
1,7
1,16
1,11
1,19
1,2
1,4
1,19
1,9
1,16
1,1
1,19
1,4
1,3
1,5
1,7
2,72
2,38
2,37
2,36
2,34
2,33
2,33
2,32
2,32
2,31
2,31
2,30
2,30
2,30
2,29
2,28
2,28
2,28
2,28
2,27
2,27
2,26
2,26
2,26
2,26
2,25
2,25
2,25
2,25
2,24
2,24
2,24
2,23
2,23
2,23
2,22
2,22
2,22
2,21
2,21
2,21
2,21
2,21
2,20
2,20
3,60
3,60
3,60
3,60
3,59
3,59
3,59
3,58
3,58
3,58
3,58
3,58
3,58
3,47
3,31
3,29
3,28
3,27
3,26
3,26
3,25
3,25
3,25
3,24
3,23
3,23
3,23
3,21
3,21
3,21
3,21
3,20
4,52
4,52
4,52
4,52
4,52
4,52
4,51
4,51
4,51
4,51
4,51
4,51
4,45
4,42
4,41
4,40
4,38
4,37
4,37
4,36
4,34
4,34
4,33
4,33
4,32
4,32
4,32
4,32
4,31
4,22
5,48
5,48
5,48
5,47
5,47
5,47
5,47
5,47
5,47
5,47
5,47
5,47
5,47
5,47
5,42
5,40
5,39
5,38
5,37
5,37
5,37
5,36
5,36
5,34
5,30
5,30
5,28
5,28
5,26
5,26
5,25
5,22
6,46
6,46
6,46
6,46
6,45
6,45
6,44
6,43
6,43
6,43
6,42
6,42
6,42
6,41
6,41
6,41
6,40
6,39
6,39
6,38
6,36
6,35
6,34
6,32
6,32
6,29
6,28
6,28
6,28
6,24
6,22
6,21
6,21
6,21
6,20
7,41
7,71
7,71
7,71
7,71
7,39
7,71
7,39
7,71
7,71
7,70
7,70
7,85
7,37
7,70
7,85
7,36
7,35
7,32
7,30
7,26
7,21
7,20
7,20
8,70
8,37
8,69
8,69
8,84
8,69
8,84
8,69
8,83
8,35
8,68
8,83
8,68
8,83
8,68
8,83
8,68
8,24
8,20
9,83
9,68
9,83
9,33
9,68
9,83
9,67
9,83
9,67
9,83
9,67
9,90
9,82
9,67
9,90
9,90
9,30
9,29
10,81
10,67
10,81
10,66
10,81
10,31
10,89
10,66
10,81
10,66
10,58
10,81
10,89
10,66
10,57
10,80
10,30
10,66
11,57
11,80
11,65
11,57
11,80
11,89
11,57
11,65
11,80
11,65
11,57
11,89
11,79
11,65
11,57
11,79
11,89
11,40
12,65
12,57
12,78
12,89
12,57
12,65
12,78
12,93
12,65
12,57
12,78
12,88
12,65
12,57
12,93
12,93
12,77
13,88
13,65
13,57
13,77
13,64
13,88
13,77
13,56
13,64
13,93
13,77
13,64
13,93
13,56
13,88
13,77
13,56
14,93
14,64
14,88
14,76
14,92
14,64
14,56
14,76
14,88
14,92
14,88
14,64
14,56
14,76
14,88
14,55
14,46
15,64
15,76
15,88
15,92
15,63
15,55
15,76
15,63
15,95
15,95
15,88
15,88
15,76
15,54
15,92
15,63
16,51
16,75
16,54
16,95
16,94
16,63
16,87
16,50
16,92
16,74
16,54
16,63
16,50
16,87
16,74
16,92
16,54
16,42
17,94
17,62
17,96
17,92
17,96
17,74
17,54
17,87
17,91
17,97
17,62
17,50
17,74
17,94
17,54
17,62
18,94
18,86
18,50
18,96
18,96
18,73
18,62
18,87
18,91
18,54
18,50
18,94
18,62
18,73
18,85
18,53
18,44
19,94
19,87
19,96
19,50
19,96
19,91
19,62
19,50
19,97
19,53
19,90
19,85
19,73
19,98
19,53
19,50
19,27
20,87
20,94
20,62
20,95
20,94
20,91
20,73
20,53
20,62
20,49
20,95
20,87
20,90
20,85
20,72
20,49
21,99
21,96
21,90
21,53
21,99
21,62
21,95
21,94
21,91
21,86
21,72
21,49
21,95
21,61
21,52
21,49
22,90
22,85
22,98
22,90
22,96
22,72
22,99
22,86
22,49
22,99
22,52
22,94
22,93
22,61
22,46
22,50
23,91
23,85
23,72
23,90
23,94
23,49
23,61
23,52
23,98
23,90
23,72
23,95
23,97
23,99
23,61
23,56
24,99
24,72
24,100
24,93
24,89
24,99
24,85
24,84
24,52
24,100
24,90
24,94
24,48
24,100
24,61
25,72
25,99
25,52
25,89
25,96
25,85
25,95
25,99
25,100
25,96
25,97
25,89
25,84
25,73
