Machine,TaskProcessingTime
1,30
1,8
1,29
1,15
1,26
1,22
1,5
1,10
1,4
1,15
1,20
1,9
1,2
1,8
1,32
1,18
1,23
1,10
1,4
1,25
1,27
1,11
1,5
1,23
1,17
1,25
1,14
1,2
1,10
1,12
1,19
1,23
1,3
1,12
2,72
2,71
2,70
2,70
2,68
2,68
2,67
3,63
3,63
3,61
3,60
3,60
3,59
3,57
3,56
4,56
4,56
4,56
4,55
4,54
4,54
4,53
4,52
4,45
4,34
5,52
5,83
5,51
5,51
5,82
5,50
5,81
5,39
6,48
6,80
6,45
6,89
6,43
6,78
6,40
6,34
7,43
7,88
7,66
7,42
7,77
7,41
7,88
8,66
8,94
8,74
8,40
8,65
8,97
8,86
9,99
9,94
9,74
9,93
9,63
9,63
10,93
10,85
10,72
10,93
10,99
