Machine,TaskProcessingTime
1,19
1,83
1,47
1,76
1,49
1,4
1,95
1,96
1,89
1,66
1,93
1,80
1,32
1,94
1,36
1,47
1,34
1,69
1,58
1,64
1,12
1,77
1,86
1,20
1,58
1,96
1,81
1,90
1,44
1,6
1,54
1,14
1,88
1,52
1,42
1,36
1,55
1,36
1,83
1,95
1,54
1,27
1,74
1,37
1,20
1,62
1,83
1,53
1,30
1,92
1,68
1,41
1,20
1,6
1,12
1,77
1,1
1,44
1,18
1,97
1,49
1,71
1,62
1,36
1,74
1,3
1,23
1,28
1,91
1,58
1,74
1,96
1,84
1,48
1,32
1,4
1,9
1,66
1,8
1,90
1,57
1,28
1,83
1,76
1,33
1,46
1,52
1,85
1,90
1,21
1,33
1,90
1,91
1,95
1,26
1,64
1,49
1,43
1,39
1,57
1,68
1,34
1,41
1,15
1,65
1,96
1,75
1,82
1,55
1,65
1,38
1,82
1,47
1,13
1,66
1,92
1,16
1,51
1,33
1,36
1,35
1,23
1,78
1,29
1,100
1,93
1,78
1,51
1,35
1,68
1,8
1,3
1,2
1,100
1,69
1,18
1,47
1,44
1,100
1,1
1,60
1,37
1,35
1,58
1,2
1,100
1,1
1,17
1,2
1,34
1,53
1,37
1,8
1,30
1,17
1,7
1,75
1,46
1,57
1,61
1,14
1,16
1,15
1,15
1,67
1,84
1,84
1,13
1,79
1,83
1,66
1,90
1,72
1,100
1,47
1,73
1,51
1,99
1,41
1,5
1,84
1,93
1,93
1,91
1,75
1,9
1,49
1,49
1,55
1,58
1,9
1,20
1,73
1,24
1,34
1,92
1,59
1,69
1,4
1,89
1,52
1,69
1,78
1,75
1,20
1,24
1,99
1,23
1,74
1,39
1,27
1,58
1,84
1,19
1,100
1,10
1,79
1,49
1,58
1,85
1,58
1,18
1,4
1,30
1,93
1,89
1,73
1,3
1,58
1,77
1,91
1,61
1,97
1,68
1,35
1,17
1,43
1,85
1,39
1,69
1,23
1,17
1,26
1,6
1,87
1,25
1,15
1,65
1,25
1,24
1,2
1,82
1,94
1,5
1,64
1,38
1,94
1,36
1,93
1,3
1,12
1,83
1,63
1,9
1,3
1,49
1,77
1,97
1,33
1,67
1,65
1,7
1,35
1,90
1,13
1,21
1,67
1,79
1,37
1,91
1,55
1,38
1,73
1,48
1,95
1,88
1,37
1,40
1,23
1,29
1,42
1,87
1,12
1,56
1,47
1,66
1,4
1,23
1,62
1,88
1,41
1,27
1,94
1,75
1,68
1,58
1,47
1,34
1,37
1,35
1,77
1,91
1,25
1,1
1,90
1,19
1,88
1,26
1,58
1,10
1,55
1,51
1,96
1,18
1,6
1,42
1,83
1,61
1,16
1,44
1,48
1,8
1,22
1,41
1,34
1,90
1,99
1,80
1,75
1,87
1,15
1,51
1,77
1,39
1,51
1,66
1,9
1,90
1,43
1,18
1,100
1,97
1,68
1,47
1,14
1,73
1,41
1,96
1,33
1,56
1,92
1,80
1,16
1,13
1,72
1,49
1,54
1,22
1,29
1,29
1,8
1,95
1,31
1,36
1,85
1,34
1,53
1,93
1,23
1,96
1,10
1,74
1,92
1,29
1,73
1,58
1,1
1,13
1,5
1,85
1,20
1,96
1,16
1,35
1,61
1,87
1,84
1,66
1,9
2,100
