Machine,TaskProcessingTime
1,1
1,7
1,11
1,2
1,11
1,10
1,7
1,4
1,2
1,9
1,10
1,8
1,6
1,11
1,1
1,8
1,10
1,10
1,3
1,6
1,12
1,4
1,10
1,9
1,9
1,5
1,3
1,12
1,6
1,4
1,7
1,9
1,11
1,9
1,9
1,6
1,10
1,1
1,3
1,13
1,3
1,10
1,5
1,1
1,3
1,11
1,1
1,8
1,4
1,3
1,4
1,3
1,11
1,9
1,1
1,1
1,1
1,6
1,11
1,8
1,7
1,1
1,7
1,10
1,12
1,13
1,10
1,5
1,10
1,9
1,8
1,7
1,1
1,10
1,8
1,8
1,11
1,1
1,8
1,8
1,11
1,9
1,11
1,12
1,12
1,11
1,13
1,10
1,4
1,7
1,6
1,13
1,12
1,13
1,9
1,3
1,10
1,12
1,12
1,10
1,9
1,9
1,11
1,1
1,5
1,10
1,12
1,5
1,2
1,10
1,11
1,1
1,1
1,6
1,4
1,4
1,8
1,4
1,12
1,7
1,12
1,1
1,9
1,9
1,10
1,5
1,5
1,10
1,5
1,7
1,9
1,12
1,12
1,12
1,13
1,3
1,6
1,2
1,10
1,4
1,9
1,10
1,4
1,12
1,5
1,9
1,13
1,12
1,12
1,9
1,10
1,9
1,7
1,11
1,12
1,11
1,3
1,7
1,7
1,2
1,13
1,1
1,1
1,2
1,13
1,12
1,7
1,12
1,12
1,3
1,5
1,6
1,9
1,9
1,12
1,2
1,1
1,13
1,6
1,5
1,10
1,5
1,11
1,5
1,10
1,10
1,2
1,11
1,12
1,8
1,12
1,2
1,2
1,13
1,10
1,11
1,8
1,9
1,9
1,1
1,6
1,4
1,8
1,8
1,11
1,1
1,5
1,2
1,3
1,4
1,5
1,7
1,5
1,3
1,2
1,4
1,7
1,13
1,8
1,1
1,12
1,5
1,11
1,10
1,3
1,9
1,3
1,11
1,10
1,1
1,2
1,4
1,12
1,11
1,3
1,13
1,2
1,7
1,6
1,2
1,7
1,10
1,8
1,12
1,13
1,4
1,12
1,7
1,7
1,7
1,6
1,13
1,5
1,11
1,5
1,1
1,12
1,1
1,12
1,1
1,2
1,6
1,5
1,5
1,3
1,7
1,2
1,8
1,12
1,10
1,8
1,9
1,4
1,11
1,11
1,7
1,5
1,6
1,13
1,4
1,9
1,7
1,12
1,11
1,2
1,10
1,11
1,3
1,2
1,12
1,4
1,1
1,7
1,12
1,13
1,13
1,4
1,8
1,3
1,13
1,12
1,11
1,10
1,3
1,1
1,10
1,2
1,1
1,5
1,8
1,9
1,5
1,8
1,8
1,7
1,5
1,32
1,23
1,35
1,29
1,17
1,47
1,34
2,29
2,29
2,29
2,28
2,28
2,28
2,28
2,28
2,28
2,28
2,28
2,27
2,27
2,27
2,27
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,25
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,24
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,23
2,22
2,22
2,22
2,22
2,22
2,22
2,22
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,20
2,20
2,20
2,20
2,20
2,20
2,19
2,19
2,19
2,19
2,19
2,19
2,19
2,19
2,18
2,18
2,18
2,18
2,18
2,17
2,16
2,16
2,45
2,41
2,34
2,51
2,8
2,65
2,65
2,57
2,52
2,37
3,59
3,59
3,59
3,59
3,59
3,44
3,44
3,43
3,42
3,42
3,31
3,30
3,30
3,29
3,29
3,28
3,28
3,28
3,27
3,27
3,26
3,26
3,26
3,26
3,25
3,25
3,25
3,25
3,25
3,24
3,24
3,24
3,24
3,24
3,23
3,23
3,23
3,22
3,22
3,22
3,22
3,22
3,22
3,21
3,21
3,20
3,20
3,19
3,19
3,19
3,19
3,18
3,18
3,18
3,18
3,17
3,17
3,17
3,16
3,16
3,16
3,16
3,16
3,16
3,15
3,15
3,15
3,15
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,14
3,13
3,48
3,57
3,53
3,29
3,34
3,44
3,60
3,56
3,31
3,11
3,36
3,35
3,59
3,54
4,46
4,45
4,45
4,44
4,43
4,42
4,41
4,41
4,40
4,40
4,39
4,38
4,38
4,38
4,38
4,37
4,37
4,37
4,36
4,35
4,35
4,35
4,35
4,34
4,34
4,34
4,34
4,33
4,33
4,33
4,22
4,22
4,20
4,17
4,16
4,16
4,16
4,16
4,15
4,14
4,14
4,14
4,14
4,14
4,66
4,54
4,30
4,94
4,28
4,86
4,87
4,41
4,15
4,42
4,25
4,83
4,79
4,23
4,89
4,98
4,99
4,99
5,39
5,39
5,39
5,39
5,39
5,38
5,38
5,38
5,37
5,37
5,37
5,37
5,37
5,37
5,36
5,36
5,36
5,36
5,36
5,35
5,35
5,34
5,34
5,34
5,33
5,33
5,33
5,33
5,33
5,33
5,32
5,32
5,32
5,32
5,32
5,31
5,31
5,31
5,30
5,30
5,30
5,30
5,30
5,29
5,29
5,29
5,29
5,29
5,21
5,19
5,17
5,17
5,15
5,15
5,28
5,41
5,84
5,75
5,80
5,27
5,72
5,43
5,19
5,14
5,48
5,79
5,40
5,74
5,71
5,18
6,41
6,41
6,40
6,40
6,40
6,39
6,39
6,39
6,38
6,38
6,37
6,36
6,36
6,36
6,36
6,36
6,35
6,34
6,33
6,33
6,33
6,33
6,33
6,33
6,33
6,32
6,32
6,31
6,30
6,30
6,30
6,29
6,29
6,29
6,28
6,28
6,28
6,28
6,28
6,27
6,27
6,26
6,26
6,26
6,26
6,26
6,25
6,24
6,23
6,22
6,22
6,22
6,22
6,21
6,19
6,19
6,18
6,18
6,18
6,17
6,16
6,15
6,15
6,34
6,46
6,19
6,30
6,64
6,64
6,9
6,67
6,37
6,52
6,28
6,57
6,51
6,3
6,70
6,55
7,41
7,41
7,41
7,41
7,41
7,40
7,40
7,40
7,40
7,40
7,40
7,40
7,39
7,39
7,39
7,39
7,39
7,39
7,39
7,39
7,39
7,39
7,39
7,39
7,38
7,38
7,37
7,36
7,35
7,35
7,34
7,33
7,32
7,31
7,31
7,30
7,30
7,30
7,29
7,29
7,28
7,28
7,26
7,26
7,24
7,24
7,23
7,22
7,21
7,21
7,20
7,19
7,19
7,19
7,18
7,18
7,18
7,18
7,16
7,15
7,32
7,14
7,30
7,14
7,14
7,38
7,30
7,45
7,68
7,41
7,58
7,33
7,61
7,5
7,70
7,54
8,38
8,38
8,38
8,38
8,38
8,37
8,68
8,68
8,68
8,68
8,68
8,37
8,68
8,68
8,68
8,37
8,68
8,68
8,36
8,68
8,67
8,36
8,36
8,34
8,31
8,31
8,30
8,30
8,30
8,28
8,28
8,27
8,26
8,25
8,25
8,24
8,23
8,22
8,21
8,19
8,19
8,16
8,16
8,33
8,15
8,14
8,13
8,59
8,58
8,63
8,86
8,15
8,30
8,63
8,60
8,69
8,33
8,34
8,90
8,67
8,9
9,67
9,67
9,67
9,67
9,67
9,67
9,35
9,67
9,67
9,67
9,67
9,35
9,67
9,67
9,34
9,67
9,67
9,67
9,32
9,31
9,28
9,28
9,20
9,20
9,18
9,33
9,30
9,14
9,29
9,79
9,75
9,89
9,92
9,39
9,93
9,72
9,83
9,90
9,85
9,51
9,78
9,94
9,54
9,16
10,67
10,34
10,67
10,34
10,66
10,66
10,66
10,66
10,33
10,66
10,66
10,66
10,66
10,66
10,58
10,66
10,33
10,33
10,58
10,58
10,32
10,29
10,25
10,36
10,34
10,33
10,32
10,30
10,50
10,67
10,42
10,45
10,43
10,45
10,24
10,50
10,20
10,56
10,75
10,49
10,22
10,32
10,68
10,58
10,60
10,69
10,32
10,69
10,52
10,68
10,54
11,66
11,58
11,33
11,58
11,32
11,66
11,58
11,66
11,32
11,58
11,32
11,66
11,58
11,66
11,58
11,65
11,58
11,65
11,58
11,65
11,58
11,65
11,58
11,65
11,58
11,65
11,48
11,36
11,88
11,79
11,84
11,2
11,76
11,14
11,54
11,69
11,90
11,78
11,18
11,82
11,8
11,91
11,37
11,34
11,63
12,58
12,65
12,57
12,65
12,57
12,57
12,57
12,65
12,65
12,65
12,57
12,57
12,76
12,65
12,57
12,75
12,57
12,75
12,65
12,57
12,65
12,26
12,19
12,36
12,15
12,31
12,42
12,36
12,66
12,72
12,60
12,22
12,83
12,46
12,77
12,78
12,49
12,72
12,7
12,72
12,95
12,94
12,99
13,31
13,65
13,56
13,65
13,56
13,56
13,65
13,75
13,65
13,75
13,75
13,64
13,56
13,64
13,75
13,56
13,35
13,43
13,40
13,74
13,76
13,44
13,70
13,79
13,43
13,62
13,58
13,61
13,93
13,18
13,63
13,29
13,97
13,90
13,82
13,77
13,18
13,100
13,98
13,97
14,56
14,56
14,64
14,56
14,64
14,64
14,56
14,64
14,74
14,74
14,56
14,64
14,64
14,50
14,56
14,50
14,64
14,64
14,50
14,64
14,27
14,44
14,41
14,68
14,63
14,71
14,78
14,93
14,89
14,95
14,79
14,34
14,65
14,68
14,77
14,90
14,65
14,7
14,100
14,92
15,56
15,64
15,55
15,64
15,50
15,55
15,64
15,50
15,64
15,50
15,55
15,64
15,50
15,74
15,50
15,74
15,55
15,63
15,50
15,74
15,55
15,50
15,74
15,55
15,50
15,49
15,44
15,27
15,75
15,29
15,89
15,18
15,49
15,70
15,56
15,78
15,85
15,40
15,90
15,41
15,70
15,85
15,86
16,50
16,63
16,50
16,55
16,50
16,74
16,49
16,63
16,49
16,74
16,55
16,49
16,74
16,55
16,63
16,63
16,49
16,73
16,47
16,44
16,31
16,30
16,80
16,92
16,85
16,91
16,92
16,92
16,74
16,72
16,36
16,74
16,25
16,73
16,37
16,92
16,64
16,46
16,85
16,80
17,19
17,49
17,49
17,54
17,63
17,49
17,63
17,54
17,49
17,63
17,54
17,73
17,73
17,63
17,54
17,73
17,63
17,54
17,73
17,49
17,73
17,49
17,63
17,46
17,44
17,43
17,37
17,40
17,30
17,42
17,62
17,50
17,72
17,2
17,95
17,34
17,65
17,41
17,74
17,66
17,97
17,46
17,56
17,80
17,5
17,88
18,73
18,49
18,73
18,49
18,54
18,62
18,73
18,49
18,73
18,49
18,54
18,82
18,62
18,49
18,54
18,81
18,62
18,73
18,62
18,44
18,46
18,43
18,33
18,42
18,37
18,91
18,85
18,7
18,88
18,74
18,89
18,82
18,65
18,76
18,45
18,48
18,42
18,35
18,18
18,82
18,100
18,98
19,72
19,62
19,48
19,62
19,54
19,48
19,81
19,62
19,48
19,54
19,72
19,62
19,81
19,54
19,72
19,54
19,62
19,81
19,48
19,72
19,54
19,62
19,48
19,62
19,54
19,45
19,39
19,30
19,84
19,68
19,86
19,47
19,57
19,89
19,9
19,35
19,9
19,14
19,88
19,55
19,70
19,72
19,43
19,12
19,68
20,24
20,72
20,81
20,54
20,62
20,48
20,54
20,48
20,62
20,53
20,48
20,72
20,48
20,53
20,48
20,53
20,62
20,72
20,45
20,47
20,45
20,46
20,44
20,45
20,41
20,79
20,45
20,36
20,79
20,65
20,66
20,81
20,60
20,43
20,92
20,87
20,1
20,89
20,7
20,92
20,56
20,60
20,36
20,72
21,53
21,62
21,81
21,62
21,82
21,72
21,53
21,62
21,48
21,72
21,53
21,62
21,53
21,81
21,53
21,48
21,72
21,47
21,47
21,45
21,46
21,44
21,43
21,40
21,42
21,74
21,67
21,28
21,45
21,81
21,79
21,55
21,86
21,67
21,82
21,51
21,47
21,16
21,99
21,24
21,100
21,72
22,61
22,53
22,48
22,82
22,47
22,72
22,81
22,47
22,53
22,72
22,61
22,81
22,82
22,61
22,61
22,81
22,47
22,44
22,44
22,43
22,45
22,45
22,42
22,58
22,21
22,80
22,48
22,69
22,68
22,31
22,45
22,99
22,96
22,92
22,61
22,44
22,72
22,83
22,86
22,42
22,95
23,72
23,61
23,53
23,61
23,47
23,53
23,70
23,72
23,80
23,53
23,61
23,72
23,47
23,61
23,80
23,44
23,43
23,45
23,43
23,43
23,40
23,65
23,45
23,58
23,55
23,60
23,63
23,62
23,71
23,60
23,61
23,50
23,94
23,93
23,37
23,86
23,94
23,91
23,30
23,69
23,77
23,29
24,70
24,61
24,80
24,52
24,80
24,72
24,61
24,52
24,88
24,70
24,47
24,61
24,72
24,70
24,52
24,61
24,45
24,44
24,44
24,43
24,38
24,41
24,75
24,39
24,67
24,23
24,46
24,70
24,73
24,13
24,72
24,79
24,95
24,15
24,82
24,95
24,77
24,41
24,97
24,11
24,39
24,93
25,87
25,80
25,47
25,61
25,80
25,88
25,70
25,47
25,80
25,86
25,61
25,87
25,45
25,71
25,44
25,42
25,16
25,91
25,88
25,84
25,87
25,44
25,72
25,62
25,93
25,83
25,68
25,37
25,43
25,94
25,40
25,2
25,98
25,97
25,86
25,97
25,70
26,70
26,79
26,86
26,52
26,70
26,71
26,52
26,61
26,70
26,46
26,87
26,61
26,71
26,46
26,52
26,61
26,45
26,42
26,41
26,42
26,41
26,29
26,30
26,62
26,51
26,28
26,62
26,33
26,83
26,32
26,37
26,58
26,76
26,78
26,85
26,62
26,70
26,32
26,45
26,50
26,73
26,43
26,63
26,41
27,86
27,87
27,46
27,79
27,71
27,52
27,71
27,52
27,87
27,71
27,52
27,88
27,70
27,45
27,45
27,43
27,44
27,42
27,41
27,42
27,42
27,64
27,88
27,31
27,50
27,74
27,71
27,49
27,81
27,20
27,52
27,39
27,69
27,53
27,39
27,63
27,81
27,15
27,61
27,74
27,57
27,37
27,66
27,31
28,91
28,71
28,87
28,60
28,70
28,71
28,87
28,52
28,87
28,91
28,71
28,52
28,79
28,87
28,46
28,42
28,79
28,50
28,25
28,96
28,94
28,100
28,60
28,95
28,86
28,81
28,88
28,13
28,63
28,98
28,25
28,61
28,51
28,86
28,42
28,95
29,52
29,60
29,70
29,91
29,60
29,52
29,87
29,92
29,91
29,52
29,69
29,46
29,42
29,48
29,52
29,79
29,15
29,17
29,74
29,57
29,90
29,60
29,10
29,45
29,62
29,52
29,91
29,19
29,90
29,65
29,85
29,50
29,17
29,79
29,93
29,61
29,28
29,98
29,100
29,99
30,71
30,87
30,52
30,69
30,92
30,79
30,86
30,52
30,69
30,70
30,52
30,60
30,79
30,67
30,76
30,93
30,1
30,41
30,36
30,48
30,73
30,81
30,72
30,41
30,33
30,17
30,54
30,28
30,89
30,55
30,58
30,82
30,44
30,43
30,46
30,97
30,100
30,96
30,97
31,91
31,70
31,86
31,94
31,51
31,90
31,95
31,60
31,22
31,94
31,97
31,98
31,45
31,86
31,44
31,58
31,56
31,94
31,55
31,98
31,43
31,99
31,91
31,92
31,84
31,29
31,51
31,88
31,64
31,30
31,65
31,99
31,65
31,79
31,87
32,37
32,91
32,86
32,90
32,79
32,91
32,69
32,94
32,94
32,79
32,70
32,69
32,42
32,75
32,99
32,74
32,93
32,97
32,75
32,70
32,10
32,100
32,60
32,38
32,93
32,99
32,94
32,76
32,33
32,98
32,56
32,93
32,96
33,95
33,91
33,70
33,86
33,69
33,79
33,97
33,86
33,87
33,94
33,70
